target_id,evidence_class,clock,schedule,nu_u,phase,u,impact_analytic,impact_numerical,diagnostic_residual
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.35000000000000003,0.33377905890622728,0.33377905890622728,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.35199999999999998,0.33473135487536021,0.33473135487536021,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.35399999999999998,0.33568094927931474,0.3356809492793148,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.35599999999999998,0.33662786498064817,0.33662786498064823,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.35799999999999998,0.33757212452126001,0.33757212452126006,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.35999999999999999,0.33851375012865381,0.33851375012865381,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.36199999999999999,0.33945276372204164,0.33945276372204169,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.36399999999999999,0.34038918691829773,0.34038918691829778,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.36599999999999999,0.3413230410377644,0.34132304103776445,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.36799999999999999,0.3422543471099162,0.34225434710991626,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.37,0.34318312587888489,0.34318312587888494,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.372,0.34410939780885114,0.34410939780885119,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.374,0.34503318308930481,0.34503318308930486,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.376,0.34595450164017999,0.34595450164018005,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.378,0.3468733731168665,0.34687337311686661,1.1102230246251565e-16
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.38,0.34778981691510247,0.34778981691510252,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.38200000000000001,0.34870385217575106,0.34870385217575106,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.38400000000000001,0.34961549778946532,0.34961549778946532,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.38600000000000001,0.35052477240124302,0.35052477240124302,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.38800000000000001,0.35143169441487604,0.35143169441487604,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.39000000000000001,0.35233628199729644,0.35233628199729644,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.39200000000000002,0.35323855308282243,0.35323855308282248,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.39400000000000002,0.35413852537730706,0.35413852537730711,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.39600000000000002,0.35503621636219185,0.3550362163621919,5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.39800000000000002,0.35593164329846921,0.35593164329846921,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.40000000000000002,0.35682482323055426,0.35682482323055426,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.40200000000000002,0.35771577299007079,0.35771577299007079,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.40400000000000003,0.35860450919955184,0.35860450919955184,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.40600000000000003,0.35949104827605799,0.35949104827605793,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.40800000000000003,0.36037540643471583,0.36037540643471577,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.41000000000000003,0.36125759969217841,0.36125759969217835,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.41200000000000003,0.36213764387000946,0.36213764387000941,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.41400000000000003,0.36301555459799428,0.36301555459799428,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.41600000000000004,0.36389134731737843,0.36389134731737843,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.41799999999999998,0.36476503728403648,0.36476503728403648,0
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.41999999999999998,0.36563663957157261,0.36563663957157255,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.42199999999999999,0.36650616907435501,0.36650616907435496,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.42399999999999999,0.36737364051048527,0.36737364051048521,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.42599999999999999,0.36823906842470538,0.36823906842470533,-5.5511151231257827e-17
F06,verification,operational_u,"constant_rate_[0,T_u]",0,execution,0.42799999999999999,0.36910246719124279,0.36910246719124273,-5.5511151231257827e-17
