target_id,evidence_class,alpha_L,lag,C_exact,C_mc_mean,C_mc_sd,absolute_error
F03,diagnostic_simulation,1.5,85,0.055359217166189405,0.064027566311403161,0.027156967473840575,0.0086683491452137565
F03,diagnostic_simulation,1.5,86,0.055036431151573396,0.06384369109128514,0.027862401561782796,0.0088072599397117438
F03,diagnostic_simulation,1.5,87,0.05471922621756329,0.063148475331702647,0.02789056898835518,0.0084292491141393575
F03,diagnostic_simulation,1.5,88,0.05440744336817778,0.063018019049363494,0.028205730831970713,0.0086105756811857143
F03,diagnostic_simulation,1.5,89,0.05410092987724302,0.061802865810612277,0.028428767347821703,0.0077019359333692569
F03,diagnostic_simulation,1.5,90,0.053799538974056316,0.061812641669274269,0.027993228302331464,0.0080131026952179538
F03,diagnostic_simulation,1.5,91,0.053503129548098681,0.060491579947567847,0.027330641641993121,0.0069884503994691663
F03,diagnostic_simulation,1.5,92,0.053211565871447229,0.060410720009769062,0.028037388417097915,0.0071991541383218324
F03,diagnostic_simulation,1.5,93,0.052924717337646129,0.059529442742061664,0.027425849253714808,0.0066047254044155346
F03,diagnostic_simulation,1.5,94,0.052642458215895693,0.059017363098645303,0.028056529531247008,0.0063749048827496102
F03,diagnostic_simulation,1.5,95,0.052364667419509514,0.05932001266938626,0.027481614031901566,0.006955345249876746
F03,diagnostic_simulation,1.5,96,0.052091228287669662,0.05854747985101965,0.027394084110883364,0.0064562515633499878
F03,diagnostic_simulation,1.5,97,0.051822028379587937,0.057456296007968033,0.026299780636998997,0.0056342676283800963
F03,diagnostic_simulation,1.5,98,0.051556959280247561,0.057002396525800816,0.026661919921639677,0.0054454372455532557
F03,diagnostic_simulation,1.5,99,0.051295916416963974,0.057333664065332295,0.027009740790120161,0.0060377476483683204
F03,diagnostic_simulation,1.5,100,0.051038798886058202,0.057136396940971751,0.027037625551421533,0.0060975980549135486
F03,diagnostic_simulation,1.5,101,0.050785509288992399,0.056310414702930439,0.027176707853011021,0.0055249054139380402
F03,diagnostic_simulation,1.5,102,0.050535953577361792,0.056478541607833853,0.027762442862759879,0.005942588030472061
F03,diagnostic_simulation,1.5,103,0.050290040906183262,0.055950213897825153,0.027695953357195598,0.0056601729916418916
F03,diagnostic_simulation,1.5,104,0.050047683494960908,0.056281483742940008,0.028462090591726705,0.0062338002479791002
